stimulus_id,audio
stim_0092,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0092.mp3"" type=""audio/mpeg""></audio>"
stim_0042,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0042.mp3"" type=""audio/mpeg""></audio>"
stim_0135,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0135.mp3"" type=""audio/mpeg""></audio>"
stim_0073,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0073.mp3"" type=""audio/mpeg""></audio>"
stim_0131,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0131.mp3"" type=""audio/mpeg""></audio>"
stim_0139,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0139.mp3"" type=""audio/mpeg""></audio>"
stim_0021,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0021.mp3"" type=""audio/mpeg""></audio>"
stim_0096,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0096.mp3"" type=""audio/mpeg""></audio>"
stim_0105,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0105.mp3"" type=""audio/mpeg""></audio>"
stim_0080,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0080.mp3"" type=""audio/mpeg""></audio>"
stim_0120,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0120.mp3"" type=""audio/mpeg""></audio>"
stim_0055,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0055.mp3"" type=""audio/mpeg""></audio>"
stim_0091,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0091.mp3"" type=""audio/mpeg""></audio>"
stim_0028,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0028.mp3"" type=""audio/mpeg""></audio>"
