stimulus_id,audio
stim_0124,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0124.mp3"" type=""audio/mpeg""></audio>"
stim_0097,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0097.mp3"" type=""audio/mpeg""></audio>"
stim_0092,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0092.mp3"" type=""audio/mpeg""></audio>"
stim_0058,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0058.mp3"" type=""audio/mpeg""></audio>"
stim_0125,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0125.mp3"" type=""audio/mpeg""></audio>"
stim_0081,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0081.mp3"" type=""audio/mpeg""></audio>"
stim_0115,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0115.mp3"" type=""audio/mpeg""></audio>"
stim_0132,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0132.mp3"" type=""audio/mpeg""></audio>"
stim_0067,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0067.mp3"" type=""audio/mpeg""></audio>"
stim_0113,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0113.mp3"" type=""audio/mpeg""></audio>"
stim_0072,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0072.mp3"" type=""audio/mpeg""></audio>"
stim_0106,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0106.mp3"" type=""audio/mpeg""></audio>"
stim_0062,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0062.mp3"" type=""audio/mpeg""></audio>"
stim_0182,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0182.mp3"" type=""audio/mpeg""></audio>"
stim_0074,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0074.mp3"" type=""audio/mpeg""></audio>"
stim_0087,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0087.mp3"" type=""audio/mpeg""></audio>"
stim_0185,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0185.mp3"" type=""audio/mpeg""></audio>"
stim_0049,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0049.mp3"" type=""audio/mpeg""></audio>"
stim_0028,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0028.mp3"" type=""audio/mpeg""></audio>"
stim_0179,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0179.mp3"" type=""audio/mpeg""></audio>"
stim_0068,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0068.mp3"" type=""audio/mpeg""></audio>"
stim_0107,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0107.mp3"" type=""audio/mpeg""></audio>"
stim_0178,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0178.mp3"" type=""audio/mpeg""></audio>"
stim_0007,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0007.mp3"" type=""audio/mpeg""></audio>"
stim_0060,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0060.mp3"" type=""audio/mpeg""></audio>"
stim_0048,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0048.mp3"" type=""audio/mpeg""></audio>"
stim_0006,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0006.mp3"" type=""audio/mpeg""></audio>"
stim_0130,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0130.mp3"" type=""audio/mpeg""></audio>"
stim_0121,"<audio controls preload=""none"" style=""width:100%""><source src=""AUDIO_BASE_URL/stim_0121.mp3"" type=""audio/mpeg""></audio>"
